question,course,document
How can I confirm my dbt models appear as grouped tasks in the DAG UI after setup?,data-engineering-zoomcamp,0002ab8b
How do I change the automatically generated display name on the leaderboard to a nickname or my real name?,data-engineering-zoomcamp,138b55c7
What name should I enter as the Certificate name so it appears correctly on my course certificate?,data-engineering-zoomcamp,138b55c7
"What does the ""Display on Leaderboard"" option do — does it control whether my name is shown on the leaderboard?",data-engineering-zoomcamp,138b55c7
How can I identify my entry on the leaderboard — what visual cue marks it?,data-engineering-zoomcamp,138b55c7
"Can I create a BigQuery external table from a public URL (e.g., NY Taxi CSVs), and if not, which data stores are supported?",data-engineering-zoomcamp,138b55c7
How should I install the dependency needed to run the provided code?,data-engineering-zoomcamp,154d7705
Which pip command installs dlt with DuckDB support?,data-engineering-zoomcamp,154d7705
"When running the project locally, do I need to install the DuckDB Python package separately?",data-engineering-zoomcamp,154d7705
Should DuckDB's pip package be installed before importing its module?,data-engineering-zoomcamp,154d7705
Will pip installing the example package install all required dependencies for Workshop 1?,data-engineering-zoomcamp,154d7705
Do I need to install any extra packages to run the starter notebook in a fresh Codespace or new virtual environment?,data-engineering-zoomcamp,f96517d9
Which package is required to run the instructor's starter Jupyter Notebook locally or in Codespace?,data-engineering-zoomcamp,f96517d9
What exact pip command should I run to install the notebook package for Workshop 1?,data-engineering-zoomcamp,f96517d9
"If my existing environment already has notebooks, do I still need to run pip install jupyter before opening the starter file?",data-engineering-zoomcamp,f96517d9
Should I install jupyter before launching the provided starter notebook when using a new virtual environment or Codespace?,data-engineering-zoomcamp,f96517d9
How can I make DuckDB persistent when using dlt instead of keeping it in memory?,data-engineering-zoomcamp,773587dd
What changes are needed to switch dlt's DuckDB backend from an in-memory instance to a file-based database?,data-engineering-zoomcamp,773587dd
How do I configure dlt so DuckDB writes to a .db file rather than using RAM?,data-engineering-zoomcamp,773587dd
Which option or setting tells dlt to use on-disk DuckDB storage rather than in-memory?,data-engineering-zoomcamp,773587dd
Can you show the command or code snippet to change dlt's DuckDB mode from memory to file?,data-engineering-zoomcamp,773587dd
"When summing ages for the DLT homework, why do I need to exclude records whose occupation is None to get a choice that matches?",data-engineering-zoomcamp,73aff710
What code or SQL should I run in the notebook to filter out occupation = None before calculating the total age?,data-engineering-zoomcamp,73aff710
How can I verify after loading that there are exactly eight records and that the record with ID 3 has age 33?,data-engineering-zoomcamp,73aff710
I set DESTINATION__FILESYSTEM__BUCKET_URL = r'file:///content/.dlt/my_folder' but Parquet files are still being written to my C: drive—what could be causing that?,data-engineering-zoomcamp,73aff710
What is the correct way to specify the bucket URL and file path (including raw string and file:/// prefix) so pipeline.run writes Parquet files to /content/.dlt/my_folder and my glob('/content/.dlt/my_folder/mydata/users/*.parquet') finds them?,data-engineering-zoomcamp,73aff710
"Why do I get a ""no such file or directory"" error when I run source command.sh?",data-engineering-zoomcamp,0728ca67
How can I check whether command.sh is present in the repository root?,data-engineering-zoomcamp,0728ca67
"If command.sh is not in the root, what should I do to restore or obtain it?",data-engineering-zoomcamp,0728ca67
How can I confirm that I cloned the correct repository before running the workshop commands?,data-engineering-zoomcamp,0728ca67
What is the correct GitHub repository URL for this workshop so I can re-clone it if needed?,data-engineering-zoomcamp,0728ca67
Why is the psql command missing in the workshop environment and we only have pgcli in the container?,data-engineering-zoomcamp,49a51e24
Can I install the PostgreSQL client (psql) on my local machine instead of using usql?,data-engineering-zoomcamp,49a51e24
How do I install usql on macOS and on Windows—what install commands or links should I use?,data-engineering-zoomcamp,49a51e24
What exact usql command do I run to load the taxi_trips.sql script into the containerized database?,data-engineering-zoomcamp,49a51e24
"Will usql work with different database flavors and containers, and what advantages does it have over using each DB's specific CLI?",data-engineering-zoomcamp,49a51e24
Why does sourcing command.sh report 'docker-compose' not found even though I run Docker as 'docker compose'?,data-engineering-zoomcamp,f0d552a7
How can I change command.sh so it uses the space-separated 'docker compose' command instead of the hyphenated version?,data-engineering-zoomcamp,f0d552a7
Which line in command.sh starts the cluster and needs editing to fix the compose command error?,data-engineering-zoomcamp,f0d552a7
"Can I make command.sh compatible with both 'docker-compose' and 'docker compose' users, and if so how?",data-engineering-zoomcamp,f0d552a7
What exact replacement should I put in the start-cluster function to avoid the 'docker-compose' not found error?,data-engineering-zoomcamp,f0d552a7
"What does the ""Invalid top-level property 'x-image'"" error indicate and how can I fix my docker-compose.yml?",data-engineering-zoomcamp,9c750080
Do I need to set the Compose file version to 2.2 or 3.3 and move my services under a services key to resolve this error?,data-engineering-zoomcamp,9c750080
"Can I remove the version key and place service definitions at the file root to use version 1 instead, and will that fix the issue?",data-engineering-zoomcamp,9c750080
"Could this error be caused by an outdated docker-compose on Ubuntu, and how can I update or check my docker-compose version?",data-engineering-zoomcamp,9c750080
"If updating docker-compose on Ubuntu isn't possible, is running a Debian VM the recommended workaround or are there alternative ways to get a newer docker-compose?",data-engineering-zoomcamp,9c750080
Is it expected that the Kafka stream emits records in small batches (around ten) during the workshop?,data-engineering-zoomcamp,6f4998e6
Why does the data generator overwrite each record's timestamp with the current time?,data-engineering-zoomcamp,6f4998e6
What is the recommended way to run and test queries while the producer script is running—should I open a separate terminal to paste queries?,data-engineering-zoomcamp,6f4998e6
How can I change the number of records emitted per batch in the stream-kafka script?,data-engineering-zoomcamp,6f4998e6
The notes mention the batch size was increased to 100 — how do I pull those latest changes from the repository?,data-engineering-zoomcamp,6f4998e6
Do I need to install Kafka before attending Workshop 2 on RisingWave?,data-engineering-zoomcamp,97170587
Is setting up a Kafka instance necessary to run the RisingWave exercises?,data-engineering-zoomcamp,97170587
Must I have Kafka running locally to participate in the RisingWave lab?,data-engineering-zoomcamp,97170587
Will the RisingWave workshop expect participants to install Kafka ahead of time?,data-engineering-zoomcamp,97170587
Are the workshop tasks dependent on a Kafka installation?,data-engineering-zoomcamp,97170587
How much free disk space is needed to provision the containers for Workshop 2?,data-engineering-zoomcamp,4def6541
How much total disk space should I have to run psql and ingest the taxi dataset as well?,data-engineering-zoomcamp,4def6541
Is 10 GB of free space a safe recommendation for the entire setup?,data-engineering-zoomcamp,4def6541
Does the ~7 GB estimate refer to all containers combined or to each container individually?,data-engineering-zoomcamp,4def6541
What is the minimum free disk required to avoid failures while ingesting the taxi data?,data-engineering-zoomcamp,4def6541
What should I replace psycopg2==2.9.9 with in requirements.txt to fix errors when running the stream-kafka script?,data-engineering-zoomcamp,66e117dd
How can I resolve psycopg2-related failures when I run the stream-kafka example?,data-engineering-zoomcamp,66e117dd
Which command must I run after opening a new terminal before using psql?,data-engineering-zoomcamp,66e117dd
Do I need to execute source command.sh in every new terminal session I open to run psql?,data-engineering-zoomcamp,66e117dd
Which file should I edit to change the psycopg2 dependency to psycopg2-binary?,data-engineering-zoomcamp,66e117dd
"When I get 'Could not build wheels for psycopg2' using Anaconda, which commands should I run to fix it?",data-engineering-zoomcamp,94fd2476
Should I install gcc in my Conda base or inside the project virtualenv for psycopg2 to build?,data-engineering-zoomcamp,94fd2476
Why does installing psycopg2-binary resolve the wheel build error instead of installing psycopg2 from source?,data-engineering-zoomcamp,94fd2476
"If following the suggested steps still fails, what system-level dependency is most likely missing?",data-engineering-zoomcamp,94fd2476
What does GCC stand for and why is it required when compiling Python packages like psycopg2?,data-engineering-zoomcamp,94fd2476
What causes the Psycopg2 InternalError when running the seed-kafka command after initial setup on Windows and how can I fix it?,data-engineering-zoomcamp,70d83d78
Do I need to use Git Bash to run the workshop scripts or can I use PowerShell instead?,data-engineering-zoomcamp,70d83d78
How do I activate the Python virtual environment from Git Bash on Windows?,data-engineering-zoomcamp,70d83d78
Why should I change the shebang in seed_kafka.py from python3 to python on Windows?,data-engineering-zoomcamp,70d83d78
How can I connect to the RisingWave cluster from PowerShell and what is the PowerShell equivalent of sourcing commands.sh?,data-engineering-zoomcamp,70d83d78
"When the stream-kafka script loops with a connection refused to localhost:9092 after loading trip data, which container logs should I check and why?",data-engineering-zoomcamp,accb7285
The message_queue container repeatedly restarts and the logs end with a Seastar initialization error mentioning insufficient physical memory — how can I fix this?,data-engineering-zoomcamp,accb7285
"Where in the project do I lower the memory allocation for the message_queue service, and what value should I try if I see the insufficient memory error?",data-engineering-zoomcamp,accb7285
I get a syntax error when running psql -f risingwave-sql/table/trip_data.sql after starting services with the default docker-compose — what step am I likely missing?,data-engineering-zoomcamp,accb7285
"Do I need to run source commands.sh in every terminal before executing the SQL load, and what issues occur if I don’t?",data-engineering-zoomcamp,accb7285
"Is there a required, fixed number of records I must process for the homework, or should I aim to consume the entire sample dataset?",data-engineering-zoomcamp,cbca4495
"To ensure reproducible outputs, should I run the assignment with seed-kafka instead of the streaming source during local testing and submission?",data-engineering-zoomcamp,cbca4495
How do I locate or start the provided seed data so my queries use the same inputs as the graders?,data-engineering-zoomcamp,cbca4495
"If I run against a live stream rather than the provided sample data, can result counts differ and affect grading?",data-engineering-zoomcamp,cbca4495
"What is the recommended way to verify I've processed the complete sample dataset (for example, a record-count check) before submitting?",data-engineering-zoomcamp,cbca4495
"To guarantee stable results from a materialized view, should I apply ORDER BY and LIMIT when querying the view rather than embedding them in the view definition?",data-engineering-zoomcamp,78fce6ad
Why doesn't ordering inside a materialized view creation reliably produce a consistent output order?,data-engineering-zoomcamp,78fce6ad
"If my homework outputs don't match the provided options, am I supposed to run clean-cluster, prune Docker volumes, switch from stream-kafka to seed-kafka, and ensure the dataset has exactly 100,000 records?",data-engineering-zoomcamp,78fce6ad
How can I verify there are precisely 100K records in the Kafka topic or dataset before submitting the homework?,data-engineering-zoomcamp,78fce6ad
What is the correct procedure to replace stream-kafka with seed-kafka in the environment after cleaning the cluster and pruning Docker volumes?,data-engineering-zoomcamp,78fce6ad
What terminal commands should I run to install PostgreSQL on a Linux machine for the workshop?,data-engineering-zoomcamp,68842c02
How do I add the PostgreSQL repository and import its signing key on an Ubuntu/Debian system?,data-engineering-zoomcamp,68842c02
How can I verify whether the PostgreSQL service is running after installation?,data-engineering-zoomcamp,68842c02
"If the PostgreSQL service is stopped, what command should I use to start it?",data-engineering-zoomcamp,68842c02
Which packages are required to install PostgreSQL plus the commonly needed additional utilities?,data-engineering-zoomcamp,68842c02
What should I do if xdg-open fails to launch a browser on my Linux system?,data-engineering-zoomcamp,71b1984b
Is there an alternative to using w3m to view the RisingWave dashboard?,data-engineering-zoomcamp,71b1984b
How can I open the dashboard's index.html directly from my file explorer or Finder?,data-engineering-zoomcamp,71b1984b
"On WSL, how do I open index.html in a Windows browser (for example with explorer.exe)?",data-engineering-zoomcamp,71b1984b
Where can I find a fix for the 'xdg-open: no method available' error?,data-engineering-zoomcamp,71b1984b
"What does the unexpected ""\r"" token error mean and why does it occur when running a Python script on Unix?",data-engineering-zoomcamp,d452b490
How can I find the correct python3 interpreter path on my machine (what command should I run)?,data-engineering-zoomcamp,d452b490
How should I change a script's shebang line to point to the interpreter path returned by which python3?,data-engineering-zoomcamp,d452b490
How do I convert a script's Windows line endings to Unix format — what is the dos2unix command or an alternative?,data-engineering-zoomcamp,d452b490
When is it better to update the shebang line versus converting line endings to fix this interpreter-path error?,data-engineering-zoomcamp,d452b490
What does windowing do in streaming SQL?,data-engineering-zoomcamp,707cae8f
What are the main types of window boundaries in streaming SQL?,data-engineering-zoomcamp,707cae8f
How does a time-based window differ from a row-based (count) window?,data-engineering-zoomcamp,707cae8f
Can I use windows to perform aggregations on streaming data?,data-engineering-zoomcamp,707cae8f
How does windowing help manage and organize streaming data for analysis?,data-engineering-zoomcamp,707cae8f
"When I run ""from kafka import KafkaProducer"" in Jupyter for Module 6 I get ModuleNotFoundError about kafka.vendor.six.moves on Python 3.12 — how can I resolve this?",data-engineering-zoomcamp,ffbf3311
"If I already installed kafka-python, what exact commands should I run to uninstall it and install the compatible github version?",data-engineering-zoomcamp,ffbf3311
Some Mage blocks authenticate with GCP when run alone but fail when the whole pipeline runs — how can I make the service account credentials available inside every block so OAuth works?,data-engineering-zoomcamp,ffbf3311
"dbt complains the path to profiles.yml is incorrect — which environment variables should I set to point to profiles.yml and dbt_project.yml, and how can I make those settings persistent across sessions?",data-engineering-zoomcamp,ffbf3311
How do I create and invoke a CLI trigger for a Mage pipeline via the API: what should trigger.py look like and what command do I run after the Mage server is running?,data-engineering-zoomcamp,ffbf3311
What's the process for creating a Docker image from a base image and then saving modifications as a new image?,data-engineering-zoomcamp,3916f4a9
"Which Docker commands show all images and list containers, and how can I display full container IDs?",data-engineering-zoomcamp,3916f4a9
How do I copy files from my host to a Docker container and from a container back to the host?,data-engineering-zoomcamp,3916f4a9
"How do I generate SSH keys, add them to a Google Compute Engine VM, and connect using an SSH config entry?",data-engineering-zoomcamp,3916f4a9
What are the steps to install PostgreSQL on Debian/Ubuntu and change its configuration so it listens on port 5432?,data-engineering-zoomcamp,3916f4a9
How do I sign up for the Machine Learning Zoomcamp and where is the registration link?,machine-learning-zoomcamp,0227b872
Where can I find the course FAQ document in the repository?,machine-learning-zoomcamp,0227b872
Is there an example FAQ layout I can follow from the Data Engineering Zoomcamp?,machine-learning-zoomcamp,0227b872
Does the FAQ focus only on technical questions or does it include enrollment/logistics too?,machine-learning-zoomcamp,0227b872
Which GitHub repo contains the sign-up link and where is the Airtable form located?,machine-learning-zoomcamp,0227b872
Are the lessons taught live or are they pre-recorded?,machine-learning-zoomcamp,39fda9f0
When can I start watching the course videos?,machine-learning-zoomcamp,39fda9f0
Will there be live office-hour sessions and are those recorded?,machine-learning-zoomcamp,39fda9f0
Where can I find the lesson videos and the office-hour recordings?,machine-learning-zoomcamp,39fda9f0
Do I have to attend office hours live or can I watch the recordings later?,machine-learning-zoomcamp,39fda9f0
"If I miss a live class, how can I catch up on what I missed?",machine-learning-zoomcamp,5170565b
Where will the session recordings be available?,machine-learning-zoomcamp,5170565b
How do I submit questions in advance for office hours so they get covered during the live stream?,machine-learning-zoomcamp,5170565b
Can I get help outside of the live sessions and where should I ask?,machine-learning-zoomcamp,5170565b
"If I send a question beforehand, will it be answered during the live stream?",machine-learning-zoomcamp,5170565b
Will this course focus on intuitive explanations or full mathematical proofs?,machine-learning-zoomcamp,ecca790c
How much of the class is hands‑on practice compared to formal theory?,machine-learning-zoomcamp,ecca790c
Will we cover derivations like the gradient update for logistic regression in detail?,machine-learning-zoomcamp,ecca790c
Will the course teach how to use and interpret models such as logistic regression without proving every formula?,machine-learning-zoomcamp,ecca790c
"If I want complete theoretical proofs, should I take another course?",machine-learning-zoomcamp,ecca790c
I have almost no mathematics background — can I still succeed in this course?,machine-learning-zoomcamp,c25b3de4
What specific linear algebra topics will be introduced and how deeply will they be covered?,machine-learning-zoomcamp,c25b3de4
"Will the course require understanding many formulas, or will it focus mainly on hands-on coding?",machine-learning-zoomcamp,c25b3de4
"Are the recommended videos (Grigorev's refresher and 3Blue1Brown's playlist) sufficient preparation, or should I study additional material first?",machine-learning-zoomcamp,c25b3de4
"If I struggle with math concepts during the course, what is the best way and place to ask for help?",machine-learning-zoomcamp,c25b3de4
I filled out the enrollment form but haven't received a confirmation—should I wait longer or contact someone?,machine-learning-zoomcamp,6ba259b1
Where else in my email should I look if the confirmation doesn't show up?,machine-learning-zoomcamp,6ba259b1
"If I unsubscribed from the newsletter earlier, will that prevent me from receiving course emails?",machine-learning-zoomcamp,6ba259b1
"If I never get the confirmation email, how can I still make sure I don't miss course updates?",machine-learning-zoomcamp,6ba259b1
Is the confirmation message sent automatically and how long does that usually take?,machine-learning-zoomcamp,6ba259b1
What is the usual duration of the course?,machine-learning-zoomcamp,67e2fd13
Can finishing the course take longer than four months if I do optional projects or write an article?,machine-learning-zoomcamp,67e2fd13
How flexible is the schedule if I want to add extra activities?,machine-learning-zoomcamp,67e2fd13
How much extra time should I plan for optional work like a project or an article?,machine-learning-zoomcamp,67e2fd13
Is there a recommended timeline separating core coursework from optional extras?,machine-learning-zoomcamp,67e2fd13
What is the expected weekly time commitment for this course?,machine-learning-zoomcamp,a6897e8c
Is about 10 hours per week sufficient if I work full-time?,machine-learning-zoomcamp,a6897e8c
How is the weekly time split between modules and projects?,machine-learning-zoomcamp,a6897e8c
How much time did students in the previous cohort actually spend on each module?,machine-learning-zoomcamp,a6897e8c
Where can I find Timur Kamaliev's detailed analysis of student time spent?,machine-learning-zoomcamp,a6897e8c
What do I need to complete to earn the course certificate?,machine-learning-zoomcamp,2eba08e3
How many of the course projects must I complete to qualify for a certificate?,machine-learning-zoomcamp,2eba08e3
How many peer reviews are required for certification and do they count toward the requirement?,machine-learning-zoomcamp,2eba08e3
Is there a submission deadline for the projects and peer reviews to receive the certificate?,machine-learning-zoomcamp,2eba08e3
Can I view an example of the certificate and is there an alternative version without the robot?,machine-learning-zoomcamp,2eba08e3
Can I still receive the course certificate if I missed the midterm project?,machine-learning-zoomcamp,1d644223
"If I didn't submit the midterm, am I eligible for certification?",machine-learning-zoomcamp,1d644223
Will skipping the midterm assignment prevent me from getting my certificate?,machine-learning-zoomcamp,1d644223
Are there alternative options to qualify for a certificate after missing the midterm?,machine-learning-zoomcamp,1d644223
What steps should I take or who should I contact to obtain the certificate after missing the midterm?,machine-learning-zoomcamp,1d644223
What level of Python competence do I need to follow this course?,machine-learning-zoomcamp,14890cd2
Do I need experience running Jupyter notebooks before starting?,machine-learning-zoomcamp,14890cd2
Should I already know how to import and work with Python libraries for data analysis?,machine-learning-zoomcamp,14890cd2
Can you point me to beginner-friendly resources to learn Python basics for data analysis?,machine-learning-zoomcamp,14890cd2
Is understanding variables and common data operations required before the first lessons?,machine-learning-zoomcamp,14890cd2
Do I need any special hardware for the Machine Learning portion or will a regular laptop with internet suffice?,machine-learning-zoomcamp,a4fad482
"For the Deep Learning modules, am I expected to use cloud resources or can I run the work on my own machine?",machine-learning-zoomcamp,a4fad482
Does the course recommend or provide instructions for a specific cloud platform (for example Saturn Cloud) to use for Deep Learning?,machine-learning-zoomcamp,a4fad482
"Are GPUs required for the Deep Learning assignments, and if so what kind of GPU specs should I plan for?",machine-learning-zoomcamp,a4fad482
"Will the course provide cloud accounts or credits, or do I need to arrange and possibly pay for my own cloud subscription?",machine-learning-zoomcamp,a4fad482
What steps are required to enable GPU acceleration for TensorFlow on Ubuntu?,machine-learning-zoomcamp,34b7fd35
"Which NVIDIA driver, CUDA and cuDNN versions are compatible with TensorFlow GPU on Ubuntu?",machine-learning-zoomcamp,34b7fd35
"Is it better to install GPU-enabled TensorFlow via pip or conda on Ubuntu, and how should I configure the environment?",machine-learning-zoomcamp,34b7fd35
How can I confirm TensorFlow is using the GPU after installation on Ubuntu?,machine-learning-zoomcamp,34b7fd35
What common installation errors occur when setting up TensorFlow with GPU support on Ubuntu and how can I resolve them?,machine-learning-zoomcamp,34b7fd35
How do I find and join the course channel on Slack?,machine-learning-zoomcamp,4930aa19
"If I don't see the option to list channels, how can I locate the course channel?",machine-learning-zoomcamp,4930aa19
Can I search Slack for the course channel by name or description?,machine-learning-zoomcamp,4930aa19
Must I provide a GitHub repository URL to receive a grade?,machine-learning-zoomcamp,4930aa19
Does the required GitHub link need to point only to the homework code?,machine-learning-zoomcamp,4930aa19
"If the course has already started, can I still enroll and participate?",machine-learning-zoomcamp,ee58a693
Will I be able to submit homeworks that were due before I joined?,machine-learning-zoomcamp,ee58a693
What are the exact requirements to qualify for the course certificate?,machine-learning-zoomcamp,ee58a693
How many peer project reviews do I need to complete and by what deadline?,machine-learning-zoomcamp,ee58a693
"If I join late in the term and complete two projects, will I still be eligible for a certificate?",machine-learning-zoomcamp,ee58a693
Can I complete the course independently at any time?,machine-learning-zoomcamp,636f55d5
When does the next cohort begin?,machine-learning-zoomcamp,636f55d5
Are cohort sessions scheduled in future Septembers?,machine-learning-zoomcamp,636f55d5
Is the September 2024 cohort confirmed?,machine-learning-zoomcamp,636f55d5
How frequently are cohort runs offered?,machine-learning-zoomcamp,636f55d5
Am I allowed to hand in homework once the deadline has passed?,machine-learning-zoomcamp,c839b764
"After the deadline, is there any way to submit the assignment if the submission page is closed?",machine-learning-zoomcamp,c839b764
"If I miss the homework deadline, will that prevent me from completing the course?",machine-learning-zoomcamp,c839b764
Is finishing the homework required to successfully complete the course?,machine-learning-zoomcamp,c839b764
Why can't late homework be accepted — does the submission form close after the deadline?,machine-learning-zoomcamp,c839b764
I just enrolled — what should I do first to get started with the course?,machine-learning-zoomcamp,0a278fb2
How can I access the course materials and the syllabus online?,machine-learning-zoomcamp,0a278fb2
Where do I find the cohort folder for my year and what should I read there?,machine-learning-zoomcamp,0a278fb2
"Are recordings of past office hours available, and where can I watch them?",machine-learning-zoomcamp,0a278fb2
"Is there a YouTube playlist for this course year (e.g., 2023) and how can I locate it?",machine-learning-zoomcamp,0a278fb2
Where can I find this course's deadlines?,machine-learning-zoomcamp,8de4fefd
Are the deadlines listed on the 2023 cohort page?,machine-learning-zoomcamp,8de4fefd
How do I view the 2023 cohort deadlines?,machine-learning-zoomcamp,8de4fefd
Is there an online page showing the 2023 due dates?,machine-learning-zoomcamp,8de4fefd
Can I access the deadline schedule for the 2023 cohort?,machine-learning-zoomcamp,8de4fefd
How does the 2023 edition differ from the 2022 version of the course?,machine-learning-zoomcamp,94e86808
Was the BentoML module dropped this year and can we still access its materials?,machine-learning-zoomcamp,94e86808
Are the other modules and lectures essentially the same as last year?,machine-learning-zoomcamp,94e86808
What specific changes were made to the homework for 2023 compared to 2022?,machine-learning-zoomcamp,94e86808
Is it acceptable to reuse solutions or study materials from the 2022 course for this year's assignments?,machine-learning-zoomcamp,94e86808
Will you create new lecture videos for this offering or should we watch the ones from the previous run?,machine-learning-zoomcamp,e7ba6b8a
Do the older videos still cover the course focus and skills we need to learn?,machine-learning-zoomcamp,e7ba6b8a
"If I didn't take the course before, is it okay to start learning from the archived videos now?",machine-learning-zoomcamp,e7ba6b8a
The videos appear to show an older Python version—should I install a different Python for the course?,machine-learning-zoomcamp,e7ba6b8a
Which Python version do you recommend using for exercises and assignments?,machine-learning-zoomcamp,e7ba6b8a
What tag should I use and where do I submit links when I post about what I learned on social media?,machine-learning-zoomcamp,f7bc2f65
How should I format multiple URLs in the homework submission form—what separates them?,machine-learning-zoomcamp,f7bc2f65
"Is there a limit to the extra points for posting learning-in-public links, and what is the maximum?",machine-learning-zoomcamp,f7bc2f65
"If I post the same content to several platforms, will each URL count toward the link bonus and how many URLs per week are allowed?",machine-learning-zoomcamp,f7bc2f65
Are link bonus rules different for midterms or capstone projects and is the points cap higher?,machine-learning-zoomcamp,f7bc2f65
How do I add my personal notes to the course's Community Notes section?,machine-learning-zoomcamp,ae52a907
Must I host my notes in my own GitHub repository before contributing?,machine-learning-zoomcamp,ae52a907
Do I need to fork the original course repo and how do I add a link to my notes in that fork?,machine-learning-zoomcamp,ae52a907
"Once I've added the link in my fork, what do I do to update the original course repository?",machine-learning-zoomcamp,ae52a907
Is there a required location or format for the link I add under 'Community Notes'?,machine-learning-zoomcamp,ae52a907
How do I generate the hashed version of my email so I can see my scores on the leaderboard?,machine-learning-zoomcamp,dab5a24a
What exact Python command should I run to print the SHA1 hash of my email address?,machine-learning-zoomcamp,dab5a24a
Do I need to convert my email to lowercase before hashing it?,machine-learning-zoomcamp,dab5a24a
"Is there a web tool I can use instead of Python, and where do I paste the resulting hash to view my leaderboard entry?",machine-learning-zoomcamp,dab5a24a
Where can I find the leaderboard pages for 2022 and 2023?,machine-learning-zoomcamp,dab5a24a
What should I do if the wget command is not available on my Ubuntu system?,machine-learning-zoomcamp,49f9bda9
What is the easiest way to install wget on a Windows machine when the shell doesn't recognize the command?,machine-learning-zoomcamp,49f9bda9
How can I install wget on macOS?,machine-learning-zoomcamp,49f9bda9
How can I download a file from a URL inside Python (for example in a Jupyter notebook) without using the system wget command?,machine-learning-zoomcamp,49f9bda9
"How can I read a CSV directly into pandas from a URL, and what can I do if SSL verification prevents the download?",machine-learning-zoomcamp,49f9bda9
How can I download a CSV file directly from a URL inside my notebook?,machine-learning-zoomcamp,d44de7d1
What does putting an exclamation mark before a command do in a notebook?,machine-learning-zoomcamp,d44de7d1
Which shell commands can I run from within a notebook using that exclamation-mark syntax?,machine-learning-zoomcamp,d44de7d1
How can I create a directory and move a downloaded file into it from the notebook?,machine-learning-zoomcamp,d44de7d1
What commands should I use to store a downloaded dataset in a data folder alongside my notebook?,machine-learning-zoomcamp,d44de7d1
How do I enable and set up WSL on Windows 11 for the course?,machine-learning-zoomcamp,314ebe32
Where can I find step-by-step instructions to set up a WSL development environment?,machine-learning-zoomcamp,314ebe32
Which VS Code extension lets me connect to my WSL Ubuntu instance remotely?,machine-learning-zoomcamp,314ebe32
Will using the WSL extension let me work inside the Ubuntu instance as if it were a virtual machine?,machine-learning-zoomcamp,314ebe32
Is the VS Code WSL extension Microsoft-verified and is anything else required to connect?,machine-learning-zoomcamp,314ebe32
How do I push my first code to GitHub when git push reports the branch refspec doesn't match any?,machine-learning-zoomcamp,98cff602
"Why does running git commit -m ""initial commit"" followed by git push origin main fix the issue and what do those commands do?",machine-learning-zoomcamp,98cff602
How can I upload my homework files using the GitHub web interface instead of the command line?,machine-learning-zoomcamp,98cff602
How do I share or export a Google Colab notebook directly to my GitHub repository?,machine-learning-zoomcamp,98cff602
Can you point me to a beginner-friendly guide for using GitHub to upload code?,machine-learning-zoomcamp,98cff602
Why can't I invert this matrix — it says the matrix is singular?,machine-learning-zoomcamp,54ec0de4
Could using the wrong multiplication order in the homework make the matrix non-invertible?,machine-learning-zoomcamp,54ec0de4
How does using .dot with the wrong operand order produce the incorrect matrix that triggers the singular error?,machine-learning-zoomcamp,54ec0de4
"Is X.dot(Y) equal to Y.dot(X), and can swapping them cause the inversion to fail?",machine-learning-zoomcamp,54ec0de4
What ordering mistakes in matrix multiplication should I avoid to prevent getting a singular matrix when inverting?,machine-learning-zoomcamp,54ec0de4
My terminal says conda is not recognized — how can I run the environment creation command?,machine-learning-zoomcamp,f81f4ecb
"On Windows, is there a special prompt I should use to run conda commands?",machine-learning-zoomcamp,f81f4ecb
Do I need to install Anaconda or Miniconda before I can use conda?,machine-learning-zoomcamp,f81f4ecb
"Which Python version should I pick for the course environment — are 3.8, 3.9, or 3.10 okay?",machine-learning-zoomcamp,f81f4ecb
How can I fix my Command Prompt or PowerShell so conda commands work?,machine-learning-zoomcamp,f81f4ecb
Why does pd.read_csv('C:\Users\username\Downloads\data.csv') fail on Windows?,machine-learning-zoomcamp,be760b92
"How do Python escape sequences like ""\n"" interfere with strings that contain backslashes?",machine-learning-zoomcamp,be760b92
What effect does prefixing a path string with r have in Python?,machine-learning-zoomcamp,be760b92
How should I call pd.read_csv to correctly load a CSV from C:\Users\username\Downloads\data.csv?,machine-learning-zoomcamp,be760b92
Why don't Linux and macOS paths produce the same problem as Windows paths?,machine-learning-zoomcamp,be760b92
How can I fix a '403 Forbidden' error when pushing to GitHub?,machine-learning-zoomcamp,a2cfa1c9
How do I check my repository's remote URL?,machine-learning-zoomcamp,a2cfa1c9
What is the correct format for a remote URL that includes my GitHub username?,machine-learning-zoomcamp,a2cfa1c9
Which command changes the origin URL to include my username?,machine-learning-zoomcamp,a2cfa1c9
How can I confirm the remote URL change was applied?,machine-learning-zoomcamp,a2cfa1c9
"Why did my git push from Git Bash return ""authentication failed"" when contacting GitHub?",machine-learning-zoomcamp,7b907071
What should I do now that GitHub no longer accepts password authentication for pushes?,machine-learning-zoomcamp,7b907071
How do I create and use a personal access token to authenticate git push operations?,machine-learning-zoomcamp,7b907071
How can I generate an SSH key and add it to the ssh-agent so I can authenticate with GitHub?,machine-learning-zoomcamp,7b907071
Where can I find GitHub's official documentation on the recommended authentication methods for remote repositories?,machine-learning-zoomcamp,7b907071
Why does wget fail to reach GitHub when I try to download a dataset inside a Kaggle notebook?,machine-learning-zoomcamp,fc2e0a61
How do I enable internet access for my Kaggle session so external downloads work?,machine-learning-zoomcamp,fc2e0a61
